"idx","content","star"
"408","经久不衰的是你","力荐"
"409","看着这本书 过了福贵的一生 一起经历了打仗 大砸缸 文化大革命 以前一直没有好好学历史 也只记得大概的名字 现在终于体会到这些对平民百姓的意义 从有庆捐血而死开始就哭得快断气了 最后所有亲人都死去了 葬在了一起 只剩下福贵和叫福贵的牛 这么顺畅的写作手法让我圈粉了余华","力荐"
"410","久闻大名 终于看完了 跟想象中不太一样。看败家子如何扶不上墙 看坏人如何坏 都赶不上看到一个人打算老实本分活着时命运对他的作弄时的心酸。最初觉得福贵实在是福大命大 几经周折都大难不死。但是看到后面又觉得一个人是不是好命真的跟活得长久不长久没什么关系 有时候活得长只是留你一条命一双眼去看着周围的人受折磨和经历旁人一个个离开的各种痛苦。「作为一个词语，“活着”在我们中国的语言中充满了力量，它的力量不是来自于喊叫，也不是来自于进攻，而是忍受，去忍受生命赋予我们的责任，去忍受现实给予我们的幸福和苦难、无聊和平庸。」这段话说得真好。","力荐"
"411","不知道怎么来形容这样的感受  只觉得人真的是太经得起折腾了  好像只要是你还想活着 那么就没有什么可以打挎你。什么都不能打挎你。",""
"412","或许可以说小说的结局只有福贵活着，又或许，家珍凤霞有庆苦根以及偏头的女婿都还活着，甚至龙二春生，他们是那个年代的牺牲品，每次以为幸福开始的时候，苦难却总要来临，活着不易，而最后福贵的乐观宽广的胸怀才是让我最动容的。","力荐"
"413","力挺平凡的世界","推荐"
"414","第一次读这本书是初中班主任兼语文老师借给我，让我读，不明所以就看了。被里面的苦难震撼，对自己肯定有影响，但什么方向已经无从考证。后来看了电影，拍的很不错。今天下午用手机二刷这本书，几度哽咽，到最后二喜和苦根的结局实在不忍细读飞速翻过...  到今天，故事的背景大概已经不复存在，但生活本身的沉浮，生命和家庭在所有情节中的核心地位大概一直都没有变过。苦，本身作为一种故事背景其实很平凡，但故事里面在苦的背景下人的坚持，那些倔强的时刻实在让我无法不为之落泪。","力荐"
"415","究竟为了什么活着啊唉","推荐"
"416","很多年后的第二遍。越发觉得，活着真累，甚至都没福贵洒脱。","还行"
"417","虐",""
"418","怅然若失 手足无措 一声叹息","推荐"
"419","活着的永远最悲惨","推荐"
"420","一气呵成地看完。。。书名取得太好，觉得无论它的英文版取什么名字都会怪怪的。","力荐"
"421","原著的结局比较悲惨","还行"
"422","「纸质书」我的期望太高了。","推荐"
"423","前两天还说想再看看活着.昨天收拾屋子真的就发现了一本","力荐"
"424","语言质朴 节奏紧凑 情感真实 m看过的最好看的小说","力荐"
"425","2019第三本。人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。","推荐"
"426","活着 努力的活着  不管怎样都要活着 只有活着才有希望吧","力荐"
"427","哭死了","力荐"
"428","一切就像一个巨大的诅咒。女儿，妻子，女婿，外孙，最后福贵只剩下自己，和一头也叫做福贵的老牛。现实生活的无情与残忍，远比我们想象的要宽广，原来，活着便是最好的幸运，亦是最大的勇气。","力荐"
"429","经典就是经典","力荐"
"430","一本叫活着的书，里面的人物却在一个接一个地死去。看完之后感觉很空虚，一下子不知道活着究竟是痛苦还是幸运。","力荐"
"431","一口气读完 畅快。心里难受得紧","力荐"
"432","光是活着就要拼尽全力。","推荐"
"433","遇到读到每一本书都是缘分/时间正正好/就是活着意义本身/下个节点的时候/还会来读","推荐"
"434","心疼…","力荐"
"435","人死很容易，活着却很难，活着却很伟大，活着就有希望...... ","推荐"
"436","之前看过电影活着，现在来补原著，感觉张艺谋的电影还原得也很好，电影里面加了些皮影戏的部分（在赌场里演皮影戏，逃难的时候演皮影戏），书里面更惨，电影少了书里二喜的死亡过程，电影里面的剧情处理还算克制的，福贵最后背着外孙，形势好转，书里面外孙也死了，他只剩下一头老牛作伴。电影是上帝视角，而读书的时候由于内容是主人公自述身世的口吻，与读者距离更近，阅读代入感更强。而末尾的唱词“少年去游荡，中年想挖藏，老来做和尚”，更像极了蒋捷的《虞美人-听雨》，道尽了几十年的人生经历，一腔惆怅，悲从中来。via.微信读书 time:4.5h","力荐"
"437","看哭了","力荐"
"438","20世纪中文小说100强No. 96","力荐"
"439","想起那句话，不要让时代的悲哀成为自己的悲哀。希望我的生活不要只是活着。","力荐"
"440","怎么所有的悲苦都落在了福贵这一家人身上，可能这正是那个年代大部分人的生存缩影。命苦，活着太难了。","推荐"
"441","当先知告诉我，狂烈的风暴将要席卷大地时，我攀缘上院中的杏树，轻轻取下旧年的雀巢，那是我风暴中的家","力荐"
"442","《活着》乱世的人在想着怎样活着，盛世的人却在想着如何死去。以一个小人物的视角，真实反映出中国从封建社会到文革后的历史进程。全书没有什么华丽的词藻，用最简单朴实的语言，讲述简单朴实人的故事，直击人心灵深处最柔软的地方，这种文字的驾驭能力很强大。我也有一儿一女，看到富贵失去他们时，真的能够体会到那种揪心的感觉。所以，要珍惜眼前人，珍惜活着的时光，不要等失去了再后悔莫及。","力荐"
"443","2020讀書025。看過電影再來看的原著，突然感覺電影的結局還算溫馨。順暢的閱讀體驗，每一次覺得看到希望時，希望就像陽光下五彩斑斕的泡泡一般，突然就破滅了。或許人生就是這樣吧。","力荐"
"444","作者在自序写道：《活着》讲述了一个人和他命运之间的友情，这是最为感人的友情，因为他们互相感激，同时也互相仇恨，他们谁也无法抛弃对方，同时谁也没有理由抱怨对方。看完后想到，大概能清晰讲述自己过往的人，都有和自己的命运达成这样的友情，并不是所有人都可以回望、看清、复述自己的历史，拥有和自己命运友情的人，有强大的平静接受一切的能力。我很懦弱，就像作者转述的一位诗人的话，人类无法忍受太多的真实，会想如果有选择，并不想来世间走一遭体会这不可避免的，逐渐失去的过程。《活着》这本薄薄的书，无论是对写的人还是读的人，真的是一本需要勇气的书。","力荐"
"445","不知道版本，当然一直哭一直哭。哪里活着？全都死了","力荐"
"446","现在需要写这种书的人，而不是成天穿越或者仙侠","力荐"
"447","余华的文字，称得上简洁有力。透过一个家庭的巨变，折射出八十年代的中国史。立意足够宏观，生活细节又足够琐碎真实。徐家的日子，和富贵的祈望背道而驰，是从牛活成了羊，再活成鹅，活成鸡，最后鸡飞蛋打。他们始终被时代戕害，还不自知，就那么笑呵呵地忍耐着，承受着，活得支离破碎。","力荐"
"448","这，值十星。","力荐"
"449","我心中唯一的不可代替，永远的top","力荐"
"450","读过另一版本的 封面两个瘦高人的那版","力荐"
"451","活着，尽可能多的体验，努力获得更多好的体验","力荐"
"452","收获？钟山？","推荐"
"453","一日读完，实在是读来很沉重，仿佛巨大的石狮子压在心上。的确是名不虚传的好作品，干干净净简简单单的行文，带着悲怆的震撼力和忧伤的感染力。有庆和凤霞的死让人疼得说不出口来。尤其福贵对那头老牛一个一个念着他已经不在了的家人的名字，真是不忍卒读。要不是因为某些不可说的原因，这本书倒真的值五颗星。","推荐"
"454","有庆献血而死是我印象最深的一段，看完很压抑，果然，人命是有高低贵贱之分吗","力荐"
"455","读完之后好压抑啊","力荐"
"456","少年去游荡，中年想掘藏，老年做和尚……，一口气读完全书，泪湿眼眶，老人坎坷的一生，虽读来像别人家的事，但命运的安排真的很难说清楚。","力荐"
"457","初中还是高中读的...？",""
"458","生，才是最难的吧。","推荐"
"459","“鸡能变成鹅，鹅能变成羊，羊能变成牛”“只要人活得高兴就不怕穷”人活得就是个盼头，没了盼头就真的没法活了","力荐"
"460","有时候，我们仅仅活着就已经拼劲了全力","推荐"
"461","到最后只是勉强的活着罢了","力荐"
"462","近代经典的作品了，底层老百姓的生活描写的淋漓尽致","力荐"
"463","两个小时一口气读下来，中间一边哭一边读，却停不下来。福贵经历了中国变化发展反复的几十年，经历过打仗，饥荒，跃进；身边的人一个接着一个的离去。全文没有几处直接描述过福贵的情绪，即使是在第三人的眼中，他也是平淡笑对过去的。那么，他真正的想法到底是什么呢。","力荐"
"464","虽然活着很难，但是别放弃。","推荐"
"465"," 写活着的苦难与伟大，余华这本写的最好","力荐"
"466","如果你的世界，没有痛苦的害怕，没有尊严的担忧，没有富贵的贫贱，没有暖寒的交替，没有外貌的困扰，没有男女的区别，没有你我之分，没有生死顾虑，你才会离＂真正的活着＂越来越近。","力荐"
"467","一个叫福贵的乡村人的一生。","力荐"
"468","三刷。第一次读是在一个阳光很好的冬日午后。一晃这么多年。岁月不动声色，飞速向前，带来一切，也带走一切。“月光照在路上，像是撒满了盐。”","推荐"
"469","“往后的日子怎么过呀？”年纪轻一些的人想得开些，总觉得国家会来救济我们的。他们说：“愁什么呀，天无绝人之路，队长去县里要粮食啦。”队长去了三次公社，一次县里，他什么都没拿回来。——《活着》","力荐"
"470","永远不要相信苦难是值得的，苦难就是苦难，苦难不会带来成功，苦难不值得追求，磨练意志是因为苦难无法躲开。","力荐"
"471","一本垂涎许久的书。我喜欢余华这样安排故事的方式，语言就像一个老头的喃喃自语，不做修饰，但有力度——生命本身的力度已经足够折磨人的了。 ","力荐"
"472","比惨你永远比不过他，让人不得不感慨生命的脆弱和韧性。每个人都试图但又无法掌握住自己的命运，只能在人生长河中随波逐流，偶尔看到一丁点星光，也许只是玻璃渣子。世上走一遭，人是为了“活着”本身而活着，而不是为了任何人和事活着。","力荐"
"473","在看过电影之后看书，好像就没有那么出彩了，有庆抽血的时候恨不得钻进书里把那医生打一顿，凤霞嫁给二喜的那段幸福日子让人心酸，因为知道了结局，更怀着眼看他宴宾客的凄凉，还是电影好啊，在二喜死之后便戛然而止，起码留下了苦根，也不至于那么悲戚了。","推荐"
"474","底层人民生活的艰辛","力荐"
"475","高中分","力荐"
"476","直到现在还没读过第二遍，国人就像老黄牛","力荐"
"477","美","力荐"
"478","之前一直听说本书如何揪心，心下有怯，但真正读下来很顺畅，也没有太伤感。想起那个关于落难的王子的寓言，当灾难来临时，你只能受着，你也能受得住。遇到再多天灾人祸，活下来了，那就活着。","推荐"
"479","只要不死，好的坏的都会降临","推荐"
"480","流了好多眼泪。读的时候不断想到A Little Life，一个大写的惨字。。","力荐"
"481","有时候活着也成了一种勇气。每个人都有每个人都独特之处，要爱生活，要爱自己，坚强自立。","力荐"
"482","很平静得读完","力荐"
"483","重看一遍，又有新的体会。余华写一本书就够了","力荐"
"484","最多给七分。受篇幅限制整体节奏有点快，后半部分感觉为了悲剧而悲剧。","还行"
"485","生活是那么强大，它时常在悲伤中剪辑出欢乐来。","力荐"
"486","少年爱游荡，中年想掘藏，老来当和尚。","力荐"
"487","中国版《悲惨人生》","力荐"
"488","2020年版本更新的...开局也太难了吧？!在外肺炎，在家地震，极限挑战模式，活着，就好。","力荐"
"489","补缺","力荐"
"490","Sigh，对命运的喟叹。还记得高考前看了这本书抑郁了一个下午。","推荐"
"491","“人是为了活着本身活着的，而不是为了活着之外的任何事物而活着。”       这大概就是福贵的一生吧！体现的是那个年代，那个社会背景下，所有人的一生。福贵只是那个时代人的缩影。       用笑的方式哭，在死亡的伴随下活着。有些沉重。生活属于每个人自己的感受，而不属于别的任何人的看法。       生比死，更加沉重。","推荐"
"492","很多年前，我们就是每一个富贵，很多年后，希望每一个人都会富贵","力荐"
"493","我不知道别人活着的意义是什么。我觉得我活着的意义是为了得到爱，付出爱。福贵虽然最后所有亲人都一一离他而去，但是他整个家庭成员无一不是爱他的。巧珍，父母，儿子，女儿，以及女婿……正是这些他前半生不懂得珍惜的爱意支撑着他活下去。因为他得到了，也便释然了。虽然他在乎的人的生命都太过短暂，当他懂得去爱去珍惜的时候。不知道为什么我从福贵这个角色上看到的是他的希望、他的豁达、他的勇于承受承担生命回馈于他的种种打击。我觉得，或许这样子的一个福贵活下去也许没有我们想象中的那样绝望那样悲惨。我觉得这并不算是一个彻彻底底的悲剧，它到处透露着希望，也许只是我觉得。","推荐"
"494","以上为补👆",""
"495","用另一种方式展现一个时代，活着是很需要勇气的事","力荐"
"496","只读过一次，不忍再读","力荐"
"497","想不到余华能把饥饿、贫穷人性写得如此深刻，果然最好的文学作品都是在见证痛苦中产生。","推荐"
"498","... 一次殘忍的閱讀 ...","较差"
"499","人生就是，生下来，活下去。","力荐"
"500","余华的文字带有一种生冷的美。看似无情之处有情，实则有情之处更显无情。亲人一个一个的死去，最后只剩下一头老牛。眼看他笑呵呵，眼看他懒洋洋，眼看他死翘翘。","力荐"
"501","看的第二本余华的书",""
"502","在描述有庆意外去世的时候虐得我肝痛，医生啊，他头晕……直接眼泪飙出来。好像是把一个时代所有的苦难都投射在了福贵一个人的身上，想要看看一个人到底能承受到哪种程度。每一次的生离死别和是非苦痛都像是活着必须经历和接受的，因为是这历史长河里的亿万砂砾之一，所以出不去，唯有活着。","力荐"
"503","读完不敢再读第二遍的书","力荐"
"504","补标。在禅城家里读完，盗版电子书。","力荐"
"505","读过才知道，原来就是我小时候看过的电视剧《福贵》，电视剧拍的很好，很感人，比文章丰富好看","推荐"
"506","中间看哭了好几次。。这也太惨了吧。。话说回来，福贵都这么惨了，我还有什么理由抱怨自己呢？","力荐"
"507","活着这两个字的分量念着就十分重阿","力荐"
"508","读过序最多的一本书，阅读时平静顺畅，除了有庆献血的片段。深吸一口气，活着真不容易。【2019年读过的第11本书】","力荐"
"509","补卡","力荐"
"510","太忧伤了","力荐"
"511","很久没读经典文学了 读的时候简直惊为天人 这本书读起来也太顺了 作家的笔触有种举重若轻的调调 不是充满细节的长篇作品 但沿着时间线一段一段地推进 故事的起伏和转折真的非常戏剧化 另一方面又巧妙地借着福贵的视角把故事讲得很冷静 毕竟是他反复咂摸过的回忆 没了当时的那些惊心动魄 却因每个角色离去的戏剧化而让读故事的人接收着一波又一波冲击 值得称道的事看似荒谬的转折或发展是嵌在对应的时代背景中的 仔细想想其实都是可能发生甚至合理的 更让人唏嘘 读到最后的死亡 简直有点不忍心读下去 觉得要看到的故事虽然未知但真的挺残忍 第一版中文版的序我觉得信息量最大 值得细读","力荐"
"512","二刷 没有第一遍撕心裂肺的痛了","推荐"
"513","时代改变的都会成为人的经历，无数个人生的悲喜剧亦终将汇成历史。余华笔下的这一代中国人被历史痛打，身上烙下深刻的伤疤，却依旧隐忍着一切，逆来顺受。他们愚昧无知也坚韧善良，把动荡不定的二十世纪从头走到尾，走得家破人亡、妻离子散，仍旧持着“活着”的信念。活着是一种难以准确言说的表达，不能说好，也不能说坏，可以说好，也可以说坏。因为活着会迎来一切光明，也会遭遇所有不幸。","力荐"
"514","福贵的大半生，那个年代的人活着的样子。生活是属于每个人自己的感受，不属于任何别人的看法。下午几乎一口气读完，这是第二遍。","力荐"
"515","依稀记得读的时候是很平静的，感受到真实世界的写照和人生的悲喜交加。人生可能也就是这样，在你看来他经历的悲惨，在他自己眼里可能并不是什么问题，反而有欢笑…谁又不是苦中作乐、乐中尝苦的活着呢？","力荐"
"516","20200221得到听书重新理解","力荐"
"517","不能读第二遍","推荐"
"518","穷困的活着，穷困地死去。活着真艰辛。","力荐"
"519","1. 人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。2. 生活是属于每个人自己的感受，不属于任何别人的看法。3. 人的体验和欲望还有想象力和理解，会取消所有不同的界限，会让一个人从他人的经历里感受到自己的命运，就像是在不同的镜子里看到的都是自己的形象。","力荐"
"520","很不喜欢，流水账。","还行"
"521","仔细想想平淡的生活有什么呢可读着就是让你难受","力荐"
"522"," @2019-10-25 23:10:28","力荐"
"523","没有一个人有资格对别人的生活评判什么，所以福贵在后来总认为自己其实是过了幸福的一生的，就是最普通最平凡的那种生活，他有过好日子，他有过一个温柔贤惠相依为命的妻子家珍，他有过懂事的女儿和聪明的儿子，他有过忠实的女婿和可爱的孙子，哪怕他们死的都比福贵早，可起码他是亲自葬了他们的，对了，他最后还有了一个懂人心的老黄牛，他有过一切他认为是最好的东西，虽然苦是苦了点，但好歹也是尝过甜头的。所以从这个纬度来说，福贵油是过了幸福的一生。","力荐"
"524","把我给哭的不成人样","力荐"
"525","死了也要活着。","力荐"
"526","读的时候太小了，唯一的印象是惨不忍睹。可能需要重读","推荐"
"527","第一次看，见到令人扼腕叹息的部分，是很有力量的；期待二刷；","推荐"
"528","看一次哭一次的书","力荐"
"529","余华的《活着》有些力透纸背的意味，赤裸裸的现实，除了面对，别无选择。福贵，养尊处优的少爷，只因为好赌，败光了家产，在被迫被抓壮丁之后，亲人相继离开，这是何等的心理落差！从天上掉到地下的滋味，并不好受，守着一头牛的孤独，都化作“活着”二字，支撑着他继续前行。毕竟，只要活着就有希望，有希望才可能生生不息。后来偶然间看了同名改编的电影，葛优扮演的福贵虽说也命运多舛，但张艺谋导演将电影的末尾处理成了一抹亮色，借福贵之口表达对未来的希望，终归不似小说中苍凉。同一部作品，不同的表现形式，孰对孰错？现实究竟为何？其实都不重要。没有经历过那样的人生，就不足以感同身受和理解。不过，对于别人的人生，我们起码要做到尊重二字。生死之外无大事，既然活着，不求轰轰烈烈，却还在心里存一份温情，留一点温度。","力荐"
"530","2019.07.22到底是经典的作品，电影和图书都一样有味道。","力荐"
"531","人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。","力荐"
"532","没有比活着更好的事，也没有比活着更难的事","力荐"
"533","大学时被老师们热捧的书，围绕它写了很多作业。","推荐"
"534","我还太浅薄，所以没有强烈的共鸣，没有深刻的感受。","推荐"
"535","看了觉得主人公心里：我太难了呜呜呜呜，生活怎么这么苦，但也不能去死啊嘤嘤嘤","力荐"
"536","福贵大概是我见过脾气最好的富二代了。怕爹疼媳妇。因为赌博输了家产，因为土改失去了大部分的土地从而让家里变得更困难。整个过程都没有自暴自弃，而是在仅有的条件下努力生存，这也太励志了。在凤霞离世和苦根死了那部分都泪目了。生活原来可以这么艰苦。作者朴素的描述更让读者与福贵之间拉近了距离。真是好书。13万","力荐"
"537","好苦","推荐"
"538","“我娘说过十赌九骗”","力荐"
"539","这书太压抑","力荐"
"540","神作","力荐"
"541","苦难是人生的必经之路，不要拒绝苦难，走好苦难。它会让你感觉自己的存在。并丰富自己。","力荐"
"542","太苦了","推荐"
"543","有的时候活着也是一种痛苦。","力荐"
"544","绝望的不存在”。它生机勃勃，有滋有味，荡气回肠","力荐"
"545","太难受了。","力荐"
"546","文章读下来感觉一气呵成。我感觉读到了《地久天长》孩子被好朋友的孩子无意致死，还有「维克多·雨果」，雨果有2男2女，但是除了此女精神问题之外都死了。有庆献血死的那段，前面铺垫的情绪一下子到了高潮，好伤心。福贵的一生，作者写的好残忍啊…难过…","力荐"
"547","我们都只是活着","推荐"
"548","重读：白茫茫大地真干净","力荐"
"549","补记","力荐"
"550","17年的时候，朋友看了我的文章说，像余华的文风……当时心里还是很高兴的。但现在想起来，这不仅是谬赞，更像是捧杀，我何德何能当得起如此高的评价。","力荐"
"551","我看着都已经不想活下去了。福贵还存有活着的意志。","力荐"
"552","活着，很苦很累，但却又无法放弃。生活推着你向前走，你没有回头的机会，只能顺着一条条路向前走着，即使走错了也必须义无反顾的向前走，没有后退的机会。","力荐"
"553","生存没有法则可言，但每个人都被迫活着。","力荐"
"554","多年之后重读仍然被虐得一抽一抽的啊 虐心狗血时代大剧","力荐"
"555","怎么说呢，囫囵吞枣看完的，看完是什么也不想做只想呆呆闭上眼任思绪漂流","力荐"
"556","经常想到《活着》，每次想到都感觉很痛心，余华为什么要这么残忍，只给富贵留了一头牛。","力荐"
"557","高一",""
"558","时代所带给每一个人的困境，以及要坚定活下去的韧性。我被深深感动，同时又感到深深的悲苦。","力荐"
"559","人类无法忍受太多的真实，但是人类也必须面对和正视真实，一本沉重的小说，余华的行文魔力在于读起来顺畅地令人惊讶，使人不想停止。在迫不及待想知道每个人物的命运以及悲剧如何发生的时候，你会发现作者并没有做过多的描写和情绪的渲染，就那样猝不及防的，一个人的死亡就展现在你面前，冷静的叙述中蕴藏的是关乎生死的态度，活着是如此艰难，特别是在失去所有，真正意义上孤独地生活在这个世界上的时候，人仍然可以活下去，且是更加努力地活下去，仅为活着本身这个无比庞大又渺小的意义。生命是坚强而值得敬畏的，但是世界上余生漫长的故事太多太多了，在我们希望、鼓励和称赞他们活下去的时候，我们也应该明白，他们本不该这样坚强，多少个孤独的黑夜里他们泪如雨下啊。莫苛求。","力荐"
"560","之前看过同名电影，了解到原著人物更惨，一直不敢看，某天打开支付宝，发现书旗小说阅读的能量，看到这本书，机缘巧合，就看完了，一口气读完的感觉甚好。人物命运比起电影确实更曲折，整本都是福贵受难记，那个年代，能活着已是不易，还能奢求什么，机缘巧合之下，到最后只剩下福贵的时候，那么平和的心态，是千万磨难打磨出来的。好好活着，对得起来这世上走一遭。少年去游荡，中年想掘藏，老年做和尚。","力荐"
"561","阴差阳错，在心情比较低落时重读一次活着，似乎给自己又带来了生的希望，带来了努力活下去的动力。人生在世，有时候不必在乎得失，活着就已经很好了。","力荐"
"562","初中读，倒没有什么太大感受，平平淡淡的语调，自有一股纯熟的叙事感。","推荐"
"563","补标",""
"564","我的家珍，我的凤霞，我的苦根有庆和二喜，我很心疼却不太痛苦，因为，我的世界里，唯独没有我自己","力荐"
"565","我还记得是大学手机上看的，一发不可收拾，看得一气呵成。","推荐"
"566","斤斤计较斤斤计较",""
"567","虽说确实很现实悲惨，但福贵的每个亲人到最后都死显得有些为沉重而沉重，过于刻意了。","推荐"
"568","中学时代读物，补记。","推荐"
"569","看哭过的书不想再看第二遍","力荐"
"570","早先在闲鱼买另一本书时，一个名叫JQ的可爱小姑娘卖家附送的～ 今天一口气读完，满星～","力荐"
"571","看哭……","力荐"
"572","活着呗，在时代面前，渺小地活着呗。","力荐"
"573","眼看他起朱楼，眼看他宴宾客，眼看他楼塌了。人是为活着本身而活着的，而不是为了活着之外的任何事物所活着","力荐"
"574","哭不出来 也笑不出来 的一部涩剧","力荐"
"575","再读《活着》，依然为主人公福贵的悲惨人生感到惋惜，余华的“天下第一惨”果然并非浪得虚名，后来才知道，“天下第一惨”是我授予他的。","力荐"
"576","活着难，但也没什么资格喊苦。","力荐"
"577","第一人称叙述使故事“感人但不伤感”，别人眼中福贵是个幸存者，在他自己看来他只是一直为生活而活着；但是序中提到的时间处理，并没有明显感受到。","推荐"
"578","就……挺顺畅……","还行"
"579","有种堆砌悲惨的感觉吧。太惨了导致没有典型性，失真。前面悲惨能理解，外孙死了那里真的不能理解为什么要这么惨。","推荐"
"580","不然世人都追求长寿，尊敬寿者。活着需要极大的勇气，承受足够的痛苦，是最强的抗争。","力荐"
"581","作者的视角不大明白，幸福？）","力荐"
"582","啥也别想，为了活着而活着，踏踏实实，一步一步的活着。","力荐"
"583","生活向来残酷","力荐"
"584","通过一个人戏剧性的人生，展现了时代磅礴的变迁。悲剧之王。","力荐"
"585","哭","力荐"
"586","不能因为它被说烂了，就说它不好看。","推荐"
"587","生活以痛吻我，我却报之以歌","推荐"
"588","活着本身就是希望啊。爱也是啊。",""
"589","再读/这不过是一个缩影，是普遍的万千民众，是悲苦又不得不奋力活着的生命。只是在生命的黄昏坦然说出这一辈子的戏剧，也是一场戏剧。","力荐"
"590","福贵在讲述他自己的时候，感觉平静得不像再说自己的故事，好像在说别人","力荐"
"591","生活就是生下来活下去，没有死的勇气就好好生活","力荐"
"592","记得当年看电影的时候就震撼不已","力荐"
"593","主角这个人前半生是个恶棍，后半生转变的太突兀，而且孙子的死法明显是为了充数煽情。","还行"
"594","生命无常，好好活着","推荐"
"595","活着，真好生活很疼，但生命有坚韧的力量","力荐"
"596","活着","力荐"
"597","活着很难","力荐"
"598"," @2019-03-16 15:02:42","力荐"
"599","自以为绝望的时候读一读这本书，才知道自己是多么的身在福中不知福。虽依旧令人潸然泪下，却又仿佛充满了生命的力量。原本读余华的文字总有窒息绝望之感，现在重新回味，其他的作品应当也是如此，绝望之中又潜藏着无限的希望，人这一生，活着才是最大的勇气呵。","力荐"
"600","于我而言：这更像是中国这个古老的人之所以会如此绵延不绝地存活在世界之林的深层原因！","推荐"
"601","内心深处对最现实朴实的感动","力荐"
"602","很喜欢余华的写作方式和对生命的思考，第一次见到有这么多版序的书，其实我一向很喜欢读序，就如村上春树在 生日故事集 里的序一样。也是第一次真的觉得，似乎单单活着，也并不是那么坏的事情。故事线贯穿了中国的20世纪。之前提到过，最近似乎一直在读20世纪的书，中外都有，各个时间段也都有。一起串起来看，似乎有什么神奇的事情就在中间发生了。毫无疑问，中国社会在书中，是十分动荡的。经历了文化大革命、国共内战、乃至人民公社、大跃进、全民炼钢一系列事情。本书就是从乡土中国的角度切入，来叙述福贵一生的故事。从前我一直觉得，人一定要有思想，才能真正算“活”在这个世界上，可是从福贵身上我能看中国社会的底层人民，生活上的挣扎与无奈。因为对于他们来说，生存是首要考虑的目标，而并非生活。","力荐"
"603","那个时代没有诗和远方，能够好好活着就是一种奢侈。大时代下小人物的那种草根式的乐观和坚忍的品格，反而更加强化了凄凉感。","力荐"
"604","为本身而活着，为活着而活着。","力荐"
"605","“这个美好的年代，我们所厌倦的恰恰都是福贵一生都渴望追求的”","力荐"
"606","重新评价，之前是我太浅显，认为这故事展示的是迂腐的旧观念，但经过这次疫情，许多阴暗面都被放大，发现于华只是用荒诞的形式描写着悲凉的现实…","力荐"
"607","耗费了一整个下午的自习课，无以言表，节奏太神了。",""
"608","久闻盛名。没想到是这么朴实的语言，却很有力道地抓住了一个小人物的悲哀。那些他爱的人一个一个走了，每走一个他痛一下，痛到后来眼泪便也干了。","推荐"
"609","虽然读的不是这个版本",""
"610","彻骨的悲凉，阅读于硕士毕业那年。","力荐"
"611","与命运和解。","力荐"
"612","先标记想看了电影 没想到在实习跑通勤的地铁上看完了整本书）看到有庆的死觉得震惊又痛心   福贵脆弱又坚强 我不确定如果在家人都离我而去后我是否能像福贵那样为了活着而活着","力荐"
"613","https://book.douban.com/review/9955029/","还行"
"614","再品品。","推荐"
"615","最震动的点不是如何活着，而是背后身边人离去的孤独感","力荐"
"616","人生啊人生，何其苦痛，生命啊生命，何其坚韧，时代啊时代，何其无情","力荐"
"617","今天才懂。","力荐"
"618","独特的个人风格，对根源的深刻隐忍挖掘","力荐"
"619","没有最苦，只有更苦。活着的概要。","力荐"
"620","活着只是活着本身 看哭了","力荐"
"621","我近十几年来读过最好的一本书，没有之一。","力荐"
"622","補標⋯⋯","力荐"
"623","不喜欢这个故事，记得读完小说的整个晚上，舌尖都是哇凉哇凉。朋友说，你不觉得这个人活着很有韧性吗，我说这种活着有什么意思嘛，为下辈子积德？狠狠干一场了再说，活着得对自己有点交代。",""
"624","命运给你的一切","力荐"
"625","補標","推荐"
"626","补标。经典之作。","力荐"
"627","有庆的遭遇最揪心. 二喜和苦根的则有点落了刻意之嫌…我喜欢它平实的语言 和 有深意的主题. 年轻时候觉得空虚就问我妈: 活着的意义是啥? 我妈说 活着 就是为了活着. 当时完全听不进去 觉得那不是行尸走肉吗?...现在终于有点明白， 人生如河流， 沿途的风景就是目的， 无论残酷或美丽， 河流一径一往直前， 骄傲的姿态本身 就是全部的意义所在. ","力荐"
"628","简单的背后，是触人的悲伤。","力荐"
"629","读余华《活着》的时候，我上高中，生活特别压抑。那天我翘了课，坐在医生那里，打着点滴翻完了这本书。它让我感到失望，一些故事使我感到虚假，我不会为这种事情感动了。这本书使我对余华有了不好的印象，直到后来我看到他的短篇，这一切才被扭转过来。","还行"
"630","看它是因为上学时曾经有学长说每每痛苦不堪就要看一遍《活着》，虽然我看完了也不懂它为什么这么找虐，不过我在讲给家里人时，一般讲到一半他们都因为太悲惨听不下去了。不过作为一本文学作品来看，《活着》的内容和文笔都不错，我最喜欢它开头结尾那个老牛的相互呼应，带着孤独的诗意，久久难忘，美绝了。","推荐"
"631","...为什么会比《百年孤独》分高？","力荐"
"632","生存即苦难。","力荐"
"633","大学时候的电影鉴赏课，这是一部震撼我的影片，看书却更能感受到那种悲惨，人生，也许就是一点点毁灭给你看的过程。","力荐"
"634","这书真的不适合我读。“活着”从来都不是一件简单的事。“活”比“死”更需要勇气。","推荐"
"635","有些人拼尽全力，只是为了活着。","力荐"
"636","悲剧的无线连接，苦难的集合。余华的文字很尖利。","推荐"
