"idx","content","star"
"198","一切都是最好的安排","推荐"
"199","难过。","还行"
"200","很喜欢书里人物的生活状态诶","推荐"
"201","其实感觉最好的，还是08年在天涯上看到的文字。那个时候够矫情，文字也没有太多的修饰，能看到更多的真性情，现在整理了以后，反而缺少了以前在论坛更新的真实感。不过，这还是一本值得送人的好书。不比第一本《他们最幸福》差","推荐"
"202","旅行是生活的其中一种","推荐"
"203","最近都流行出版《故事会》合辑体的书咩？","还行"
"204","12个故事 水平参差比齐，有三篇没有存在的必要，但大部分是好的。故事讲的走心，读起来就顺畅，我觉得这就算是作者的成功了。","力荐"
"205","2016年开年书，因为书名，也因为后来有朋友推荐，更因为封面。读完的，终究是别人的故事，看过了别人的前尘往事今世之缘之后，好好过自己的人生吧。大冰让我挺惊讶的。想起了小时候看他节目单时候。看似多重身份，其实也是因为有主持人这个底儿垫着。整本书可以成为《大冰编纂的故事会》。现在的作者都太好当了，听别人的故事，完了添添补补，连稍微的艺术加工都不做，就那么转述给你听，真可谓说者无意听者有心，以后讲故事要小心，难保你的故事哪天会不会成就一个畅销书作家。","较差"
"206","大冰，我结婚的时候给我当司仪好嘛！先等我去找个男朋友哈。","推荐"
"207","这本书真得是   翻   完   的。","还行"
"208","201505，豆瓣混了那么些年，这么装文艺的还是第一次见。你可以说是装的，可以说是吹的，但是文艺逼就是活在自己想象的世界里。找一个下午，不要思考故事的真实性，把自己放在真空里干了这一大碗鸡汤。","还行"
"209","还行。","还行"
"210","把日子过成传奇","推荐"
"211","可以看看","推荐"
"212","一想到这些都是别人的故事，我就安心了。真实的故事自有万钧之力。","力荐"
"213","“那不是我想过的生活，但我欣赏他们有自己的价值体系。”书里的这句话真好。","力荐"
"214","谁没年轻过呢，那些地方，还会再去的，回到拉萨","推荐"
"215","为了签名买了书，同样的语言风格有点审美疲劳了。","还行"
"216","#2015/29#不论真假，故事好看。鸡汤味略浓罢了。","还行"
"217","照着内心真实的想法去生活，不被金钱名誉地位牵扯，人性之美更容易被看见。","推荐"
"218","冰哥真是讲故事高手。","推荐"
"219","隨便看看。看完第一篇文章就覺得作者好傑克蘇啊（還是湯姆蘇⋯），公允地說，作為一個主持人文筆還可以，尤其是在寫自己的故事時。別人的故事寫的不好，再煽點情就快成知音體了⋯另外，那些在路上的描述，會觸發我許多斷斷續續的回憶⋯和心裡那些美好。",""
"220","给你讲个动人的故事","力荐"
"221","亚马逊电子书促销，2元，和当年《故事会》一样的价格，看上去也差不多","还行"
"222","和之前的一本有重复～","推荐"
"223","震撼我的并非那些为流浪而流浪的生活，而是如何在这个世界里面自己找到一种物质的现实与”流浪“的理想平衡的生活方式。矫情的流浪方式被抨击的同时，到底什么是真矫情什么是真的追求自由？在旅途里读到这本书，扣问内心有时候是真的感到自由但也有一些瞬间是真的感到孤独","力荐"
"224","高铁读物，好大一碗心灵鸡汤的~","较差"
"225","本来以为和张嘉佳应该一个路数，结果发现，诶，不错嘛。","还行"
"226","跟《他们最幸福》形式差不多，初读经验，久了会腻。","还行"
"227","世界上总有一些人过着你想要过却不敢过的生活；也总有一些人过着你从未想到过的生活。","还行"
"228","有些故事挺好的。但整本书的三观还是无法让我接受。","还行"
"229","矫情是有点，不过偶尔听听具体的人具体的故事，不抽象，不用做评价，挺好的。触动感情的是这些平常的事，不是高谈阔论。就当作是其实不成熟好了。","推荐"
"230","大概先翻了下","较差"
"231","4月中。越来越瘦，身体状况好像不是特别好，但先生对我的温柔和孩子的成长却是缓和的幸福。好似如今，岁月静好，衣食无忧，家庭和美，亦有闲钱，就是最美的时光。此书是心灵麻辣汤，个中故事个个好看，但终归是别人的故事，而我，依然在家奶孩子。","推荐"
"232","世上存净土，名曰江湖。","还行"
"233","读不下去。",""
"234","总有人过着我想要的生活","推荐"
"235","很多妹子对他好，他享受很多妹子对他好，享受暧昧却不负责任。享受自由的却不为家庭父母着想，任何自由都是建立在责任之上的，没有不受限制的自由。","较差"
"236","不论这些故事真真假假，但凡能触动到内心，就觉得读它没有浪费时间",""
"237","每个故事都那么简单，每段感情都那么深刻。开始以为都是大冰自己的故事，在🐮的一个斜杠青年，有能有多少故事呢？大冰牛就牛在他有的这个朋友圈，他接触到的不仅是自己的故事，还有身边无数志同道合朋友们的故事。在这些故事里我看到执着，我看到倔强，我也看到对爱情和生活的诠释，如此简单","力荐"
"238","有人在过着 我梦想中的生活","推荐"
"239","看看别人的世界和生活 才能知道自己有多渺小 乖 多去外面的世界看看(ˇˍˇ） ～","推荐"
"240","理想主义","还行"
"241","世界不是只存在于西藏、大理、以及那些听得见的故事，如果可以，论事的时候还是讲道理吧。","很差"
"242","要不是听信了比尔盖茨的话：不要轻易开始读一本你读不完的书， 我早就不读这书了！除了阿明的故事感觉还行之外 其他的都是矫揉造作的恶俗文艺青年的故事。像我这样认真工作努力赚钱的人 看不得这种书。这书还能畅销 真是匪夷所思的世界呀 这年头 请不要再贩卖廉价的情怀了。ps.某天又看见当当在推这本书 气不过 回来将两分改成一分。","很差"
"243","终于连廉价的故事都变成了骄傲，地摊文学大抵莫不过此了","较差"
"244","有故事的人。其实别人的生活，我们都无法重复。做好自己，不留遗憾。","还行"
"245","今天早上理书的时候翻了出来，是那时候某个电商平台搞活动买满三百就会从本地仓库给你拣一本畅销书一并送来。没看过就没资格说对吗，我拆开塑封怀着一种异样古怪的情绪开始强迫自己阅读，读完了觉得自己真的是个抖M变态。","很差"
"246","一切烦恼皆来自妄想执着善意是人性中永恒的向阳面",""
"247","不要轻信畅销书的头衔，网店的头版推送和书店的首推哦","还行"
"248","我想世界上有很多属于你自己的地方 那里有你的过往 你的朋友 你的记忆 你的信仰 大冰有他的拉萨和丽江 而我又有哪里呢？ 回忆很美 未来很慢 我的故事因此写到一半.","力荐"
"249","厕纸一缸内容简介笑死“真实的故事自有万钧之力”，想效仿《看见》？有酒，有小温暖，有故事，有暧昧，可能这就是满足青年一种乏味低级幻想的读物吧。太作了。","很差"
"250","虽然矫情，但有几篇我哭了",""
"251","12个故事， 并不是每个都那么精彩. 有的俗套， 有的动容.. 我羡慕那些行走的旅者或者有一间纳客的店家， 因为他们可以看见或者听到很多别人可能一辈子都没办法知道的故事.. 我也喜欢讲故事的人， 因为有时候， 有些故事听完了会让你更感谢和珍惜当下.. ","还行"
"252","非常畅销，不知算不算得上是励志读物，但作者的确是个合格的说故事的人，讲故事主要靠风趣且煽情的语言以及比较迎合读者阅读口味的人物设置来驱动，情节的安排不知有多少杜撰的成分在内，但的确进行了一定的打磨。故事与人物皆经过了精心挑选，加上作者多年电视节目（偏大众娱乐类，且主要做主持）的从业经验以及文艺青年光环的加持，这类书的读者群很难非常小。缺陷在于叙事节奏太慢、每个故事讲的都过于冗长，以及大多数故事背后的动机有些模糊（只是个人之见），作者所塑造的世界太过虚假与缥缈，可这毕竟不是一部虚构作品集，不至于要写得如此传奇，也不至于给人一种“看上去很美”的感觉。",""
"253","两章弃",""
"254","拙劣国产电视剧的既视感。第二篇《对不起》哥哥清空购物车那里已看得很不适，兜兜和大树，文艺女和大叔，癌症，能再琼瑶韩剧点吗? 貌似很多大学生喜欢，唉。也就哄哄小孩的书。还是继续看毛姆吧。","较差"
"255","可能我再年轻几岁会给打个四星吧。唉、慎重选择看畅销书、即便电子版。","较差"
"256","阿弥陀佛么么哒~",""
"257","他一贯的风格，臭屁又爱显，可能因为我也有对西藏的情愫，所以能看完三部曲吧。","推荐"
"258","浓鸡汤","还行"
"259","怎么说呢，叙述口吻是不喜欢的，故事是真实的所以觉得暖暖的，装逼是装逼的，但是看完心里是舒畅的","还行"
"260","大冰的《乖，摸摸头》配图打10分，内容打2分，这本书看不下去，纯粹鸡汤，而且里边很多东西还是编的，大冰，这个人的名气，也是营销出来的，其实真实的实力也不咋地。","很差"
"261","我没有故事没有酒没有吉他没有琴没有流浪歌手的情人没有以梦为马，仗剑天涯的生活但看到有人在过着你想要的生活，即使只是看看，也很好了。","推荐"
"262","看到“对不起”那个故事的时候 没料想到 一把年纪了 哭的那叫一个稀里哗啦。不过还是更爱“风马少年”那个故事 那份相遇 那份美好 那份潇洒不羁。","力荐"
"263","最多只能给三星，刚开始读还挺有意思，羡慕大冰的随性生活，有酒有远方有音乐。读到后来，慢慢的腻了……同样的腔调充满全书，多则溢。","还行"
"264","倒数第二个故事。","推荐"
"265","有哭有笑，看着舒服。推荐！","力荐"
"266","很久以前读的，我已经一个故事都不记得了，文艺骚年的江湖故事？","还行"
"267","矫情的书，另外讨厌装逼的大冰","很差"
"268","6/12@2016 江湖人江湖事","还行"
"269","唱歌的人不许掉眼泪一篇，唱歌的人，是靠什么活着？主人公有那么一瞬令我想起约翰克利斯朵夫。后面的故事就都太无聊了。","较差"
"270","哈哈，有的还挺好笑的，但似乎不如看故事会有意思。","较差"
"271","鹏帅推荐的。文字其实有时有点矫情，文字风格可以概括为洒脱的鸡汤。但是故事讲述的技巧性很好，还算有阅读趣味，所以我还是给了4星，可能3.5星更客观点。","推荐"
"272","大饼老师这碗鸡汤 夏天喝有些上火","还行"
"273","嗯，看不下去…我宁愿喝纯纯的鸡汤…","还行"
"274","以后看到此作者可以绕道了","还行"
"275","虽然真实 可是下笔功力有限 都落得有些廉价的煽情",""
"276","看，这碗鸡汤上面还漂着油花呢！乖，慢慢喝~","还行"
