comment_title,comment_url,comment_content
敢于追求，富有人生,https://movie.douban.com/review/8580930/,"
        
      说这是一部构架在真实人物之上的电影。却不是传记片，它是部励志片。在很多时候美国人需要这样的影片，不过对于我们每个人，认真看完这样一部电影，鼓舞自己向不可能发起冲击，也实属有益。

 看惯了在各类商业片里威风八面的威尔史密斯。再看到这个刚出场时超衰无比的chris还有点搞怪的味道。这里的史密斯，他胡子拉扎，穿着不如从前拉风，手里还时刻提着那个莫名其妙的“时光穿梭机”。不过就这样一个毫不起眼的路人，他生活落魄，老婆背离，没钱缴费，有时靠卖血挣钱，甚至因为无处可归而要和儿子排着长长的队才能争取到一张免费的床。

 虽然幸福从未自己找上门过，但为了让自己和儿子能过上好些的生活，他一刻也没有停止过对幸福的追求。他不怕遭人冷眼，所以他敢于向那位乘豪华跑车上班的“有钱人”讨教成功的秘诀。他善于发现，所以他注意到那“有钱人”对魔方感兴趣。他敢于自我推销，所以他相信自己的魔方技巧可为自己赢得在“有钱人”的公司的面试机会。他机智幽默，所以在他面试时即使穿着并不得体也能被录用。

 有句话叫：金城所致金石为开。 还有句话叫：是金子总会发光。

 影片的感人之处不仅因为不畏困难勇于追求的老爹Chris，还有那个一直关心体谅着孜孜不倦追求幸福的老爹的小子。有他是他老爹永远的幸福。

"
加纳让我惭愧,https://movie.douban.com/review/8589235/,"
        又看了一遍《当幸福来敲门》，这是一个典型的美国式励志故事，又是一部传记式的电影。作为一名单身父亲，加纳一度面临连自己的温饱也无法解决的困境。在最困难的时期，只能将自己仅有的财产背在背上，一手提着尿布，一手推着婴儿车，与儿子一起前往无家可归者收容所。实在无处容身时，父子俩只能到公园、地铁卫生间这样的地方过夜。 他用生命诠释了责任和奋斗的重要性，还有那就是即使在最最艰难的时刻，父亲与儿子也是不可分离的。 威尔·史密斯果然没让人失望，原本泪点就低的我，又一次看得悄悄落泪。看到加纳再看看现在的自己，真的是让人无语。
      "
幸福来敲门,https://movie.douban.com/review/9240179/,"
        很简单的故事，却是部影迷必看之作，教你奋斗二字怎么写。威尔·史密斯的著名演绎，把一个困苦、委屈、绝望中求生存的小人物刻画得入木三分，而贯穿全剧的感人父子情则是线索。片中的威尔常常是在奔跑着，像是在表达他追求幸福的脚步。最后，经历苦难后的成功才是幸福，用双手一点一滴拼搏来的才是幸福，看完影片得到的，会是勇气。在人生面对不同境遇的时候，你难免挫败，难免独自彷徨！况且你还有个让你无法割舍的情怀！感谢上帝，在最后时刻一直支撑你们父子俩！因为爱，因为努力，因为付出！我们见过许多不堪一击的放弃，但却很难见到勇往直前的坚持！我为你骄傲！也为自己打气！
      "
门要自己敲响,https://movie.douban.com/review/9186398/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        主角是一个生活条件很不好的股票经纪人，他原来推销医疗设备来维持生计，不久妻子便离世了，还有一个年幼的儿子需要照顾，父子俩在诺大的城市里显得格外的渺小。庆幸的是他坚挺着，咬紧牙关，终于跨过难关苦尽甘来，就像是凤凰涅磐重生！电影主要的内容很明了，没有曲折离奇的亲情关系，没有惊天动地的爱情，没有勾心斗角的地位，只有一颗朴实的心，一个真挚的人，他的颜值不爆表，电影不花哨去，我想这样的好电影很值得我们尊敬，一点一滴打动了那么多的人。穷途末路的父亲为了让儿子睡一个安稳觉，在卫生间里，捂着儿子的耳朵，不让他被外面疯狂的敲门声吵醒！这一段，父爱如山，触及灵魂！电影描绘的很细致，演员表演的也很到位，我蓄着泪看完这段，仿佛自己就是那个孩子，在无助的父亲怀里，却感受着父亲的伟大，安稳、幸福如此！另一段，父亲在篮球场对儿子说的那句话，“当别人不行的时候，他会告诉你，你也不行，所以永远也不要让别人告诉你可以或者不可以！”应该是记忆深刻，思考也很多！人生是怎样的，我的人生态度又将如何？幸福的门要自己来敲，你想要怎样的幸福得你自己发现，自己来挣！主人公用尽自己的每一分钟甚至是每一秒来与同行竞争，以挣一个更好的生活！我们呢？在生活中，浑浑噩噩，妒忌着别人的优越，埋怨着自己的不足，怨天怨地！那么多的时间花在这些事情上，为什么不去好好钻研一下自己的课题，或者多看一本书，又或者更专心于自己的生活和工作，对家人更好点！我们自己去敲幸福的门，不仅要努力挣得自己想要的幸福，还要努力去发现你已有的幸福！有时我也会埋怨命运的不公，但想想那些失去父母的、被疾病困扰的人，难道我还不幸福吗？有一句话，我觉得特别对，“人活在世上，不能比！”当你已有幸福，就要好好珍惜，就像张晓风说过，“树在，山在，大地在，岁月在，我在，你还要怎样更好的世界？”这是你要自己敲响你已有幸福的门！当你尚未幸福，就要努力奋斗，像主人公一样去把握好机会，自己用实际行动敲响幸福的门！幸福不会从天而降，幸福不会主动来敲你的门，只有你做好准备，它才会来到你身边！与“成功是给有准备的人”同一个道理！愿你我共勉！此文终。"
幸福会来敲门的,https://movie.douban.com/review/8657925/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        一对可爱的父子！其实要感谢高中语文老师，在那种繁忙的时候给我们放映了好多电影，除了让我们积累写作材料，也让我们在枯燥的学业中放松吧！克里斯是个坚强的人，要是怕是早就放弃了。用了全部积蓄买了医疗设备，好像是扫描仪吧！再转卖给医院，但是昂贵的价格并没有哪家医院收！想要家人过好日子，可是无能为力，妻子也离开了！而这对父子只能奔波于一个个收容所，去晚了，就只能住厕所！得到一个应聘的机会，就算没有酬劳，他也没有放弃，为了得到这个职位也是不容易，那个魔方有很大作用，本来到了，他硬是坚持把它拼出来了！幸福等了好久，还好，在影片的最后我们终于看到了成果，主人公的幸福也来敲门了！主人公的坚持和努力那么让人感动，他的经历也是一笔巨大的财富！"
所谓的“幸福”幻梦,https://movie.douban.com/review/7451913/,"
        看豆瓣是一片叫好，不过有些话还是不吐不快。15年牛市我是找和股票相关的电影找到的这个片子虽然和股票的关系不大但还是耐着性子看完。看完我就两个字：失望。我不知道影片到底讲了些什么，这是部励志剧？还是悲剧？或者说其实是反讽。全片讲述了男主人公的悲惨际遇为了生活疲于奔命最后经过努力当上了体面的交易员的故事。（找到了幸福）本片贩卖的是廉价同情。贩卖检测仪招致的无数白眼妻子的离去房东的无情和经济的窘迫透过主人公呈现给我们的是世事多艰说白了就是搏可怜其实和在大街上地铁里挡住行人道路把残缺摆在显眼处向你伸手搏可怜的乞讨者别无二致。在这里我没有感染到主人公在这时应该有的悲哀，失落。以及怒其不争。电影只是把廉价的可怜摆在我面前试图骗取我的眼泪。这让我很不舒服，世上本多庸人或许这便是世间常态但电影把现实里的东西在这里重新展现的意义何在？电影截取的只是男主人公事业不顺和他所做出的努力。电影有没有告诉你男主人公好高骛远签下检测仪的专卖权妄想发财他没有其他工作。他的妻子一天工作16个小时支撑家里还要请假接孩子。劝告医生购买昂贵又不实用的检测仪？欠房东3个月的房租无钱支付。男主人公一点也不值得去可怜，一切都是他自己造就的。我不明白为什么就不能踏踏实实的去找份工作呢？还是说你有梦想就需要别人来为你买单。男主偶然间发现做股票很赚钱就立即转投股票。（做实习生）妻子受不了离开了他，做实习生前6个月没有工资并且20个里只能留下一个。于是从这里开始影片出现了希望男主人公开始加倍努力。好吧我就不多做叙述了，你可以想象到男主就像一个烦人保险推销员一样展开自己的业务如何抓住机会获得成功从众多对手里脱颖而出留下感动了自己的泪水“幸福”来了。这是成功学的胜利，我们好像都被“救赎”了。但幸福往往不是别人告诉你的样子，男主人公的努力在影片里我看不到实现了什么价值那只是自己感动（骗）了自己而已。其实有很多的路可以去走要人自己去试去走，而不是成功学单单指给你一条“幸福”路你什么都不想一路到黑。所有的“不幸”其实都是庸人自扰“幸福”也是。
      "
克里斯这个爸爸真好,https://movie.douban.com/review/9392386/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        这是威尔.史密斯和他儿子一起演的一部电影，黑人明星我只喜欢他，觉得他非常帅。电影讲述了威尔饰演的克里斯为了让家人的生活好一点，把所有积蓄都用来买高科技治疗仪，但是买的人比较少，生活也陷入了困境，我觉得他的妻子这个时候离开了他们父子俩真的不应该，应该共同面对困难，怎么能一走了之呢。后来克里斯一个人带着儿子，每天为了住的地方发愁。最让我感动的是那天克里斯没有赶上收容所的排队而没有地方睡觉，他带着儿子躲进了厕所，为了儿子好好睡觉，用自己的背死死顶着厕所的门，不让别人进来。听着门外一声一声的撞击，克里斯流泪的样子，孩子熟睡的脸庞我真的哭了。幸好后来克里斯通过自己的努力终于过上了好日子。听说这个是根据真实的人物拍的，威尔演的真好，有时候一个人成功就在于坚持，只要你坚持努力，一定可以成功。"
当幸福来敲门,https://movie.douban.com/review/9207789/,"
        
      可爱的儿子斯考特托夫在流落街头时给他父亲讲过一个笑话：一个人落水了，一艘路过的船要搭救他，他拒绝了，说上帝会来救他。不久，又一艘船路过，并且要救他，再次被落水者拒绝了，他坚信上帝会来救他…最后，落水者死了。他来到天堂后指责上帝为什么不来救他。上帝说：“我派了两艘船去救你，都被你拒绝了，大傻瓜…”有时我们会感到生活的不公，但是，我们是不是忽略了什么呢？就像那个落水的傻瓜，幸福不会送上门来，所以想守株待兔那样等着幸福来敲门的人最终只会是与幸福无缘。同时，光抱有希望也仅仅是换来等待的耐心，总得有双手肯去敲开属于你幸福的那扇门…借鉴，原处不明。"
幸福是创造的不是等来的,https://movie.douban.com/review/9399980/,"
        
      生活时常会让我们感到艰辛，并会让我们无数次目睹生命在各种重压下的扭曲与变形。——《生命不可承受之轻》                   而电影中最佩服的是爸爸无论再困难也没有放弃梦想，最终获得幸福。这样我想到影片中的一个充满哲理的段子：一个虔诚的落水者希望上帝能救他。一艘船过去了，他拒绝被救，说，上帝会来救我的。第二艘船又过去，他仍然以同样的理由拒绝被救。后来落水者溺死了。天堂上，他不服气问上帝，万能的主啊，你为什么不来救我？上帝回答道，为了救你，我派出了两条船。是幸福是争取来的，不是等来的，而且要有把握机会的能力，不然也只能眼睁睁的看着机会溜走。"
如果你有梦想，那么请保护好它,https://movie.douban.com/review/7549044/,"
               影片《当幸福来敲门》是根据美国百万富翁克里斯•加德纳真实故事改编的，是一部既反映个人奋斗又表现父子亲情的影片，由著名影星Will Smith主演，让人惊喜的是片中的儿子就是由Will Smith的亲生儿子杰登•史密斯演绎，这也是此片的一大看点。       影片的主要剧情是：克里斯·加德纳则拥有后一种幸福。作为一个单亲长大的他，在28岁的时候才见到自己的亲生父亲，于是他想让自己的儿子一直都活在自己的保护下。他的梦想是成为一名投资专家。可是，面对生活的困苦，妻子还是离开了他。接着，没有房租的他开始带着儿子过着流浪的生活。一方面他要努力通过没有薪水的6个月实习期；一方面他要卖医疗仪器借此糊口；一方面他要保护好儿子的幼小心灵。当他咬牙坚持住后，他终于成为了一名正式的经济师，这离他的梦想更近了。在那一刻，站在人群中的他激动的不知道如何来表达内心的感受，他飞速的跑到儿子面前和他相拥，眼中的泪花在这一刻则是幸福的泪水。虽然，这对他来说只是一个起步，不过，这确是他的人生转折。        得到幸福的过程是如此的艰难，也正因为艰难，我们才会珍惜。当圣诞节的那天，他和儿子无家可归的流落在车站，他用自己的幽默让儿子得以度过一年中最美好的一天，然后在厕所里相拥着度过他们最漫长的一夜。当他在球场上对儿子说：“如果你有梦想，那么请保护好它。”在那一刻，他都未必能坚持住自己的梦想，但是他却鼓励儿子能够坚信梦想。   儿子是他的最大动力，而梦想让他不至于崩溃。        影片让人感动落泪的场景很多：Chris不得不提着40多磅重的医疗仪器四处奔走推销不得不时时挂念5岁的儿子 当妻子撇下家后不得不无薪水地全力以赴“实习”4个月 哪怕不确定自己是否会被录用不得不义务粉墙 只因交不上房租不得不在警察局里过夜 只因没钱交汽车罚单不得不在被车撞丢一只鞋子后 立刻爬起来跑回去工作不得不在抱着儿子在厕所过夜 只因无处可去不得不在下班后狂奔 只为排队获得进收容所的机会……在经历的太多“不得不”后最终Chris在获得工作机会的那一刻感到了莫大的幸福 。    这部片子，没有血腥、没有情色、没有漂亮的演员、没有花哨的剪辑，没有精彩的配乐……但是我却认为它是一部难得的好电影。   大凡励志题材的故事大概都是这个模式：窘迫的处境-- 艰难的奋斗-- 没完没了的倒霉事 --然后出现一丝机遇--最后迎来一片曙光。我们不可能苛求这样的片子出新出奇。当Chris在球场上对儿子说：“如果你有梦想，那么请保护好它。”儿子是他的最大动力，而梦想让他不至于崩溃。我想影片的意义就在这里了。   其实我们还有追求幸福的资格和得到幸福的能力就是最幸福的事情！上帝总会安排一扇幸福的门，等我们去敲开。得到幸福的过程是如此的艰难，所以我们才会珍惜。看着Chris的眼神，我所体会的不是幸福的来源，而是梦想的伟大。我们应该坚信“只要今天够努力，幸福明天就会来临。”   现实社会中虽然有很多的不公平，我们在生活中也会遇到许多挫折，会有许多“不得不”，我们要做到的就是“如果你有梦想，那么请保护好它。”坚持两点原则：一是和你相爱的人在一起；二是做你最喜欢的事情。那么幸福就在不远处，它其实是我们自己创造出来的！我总记得这样一句话：“要感谢生活给你带来的一切，不管是幸福还是痛苦，这都是上帝赐于你的财富。”在困难中求生存才更能突显你的价值，更能锻炼出你的意志，在黑暗中找到光明的那一刻才更能感觉到幸福和成功的喜悦。每个人的人生都不是一帆风顺的，重要的是看你面对人生的态度。这算是影片给我们的启示吧。  
      "
喜欢威尔·史密斯的眼神,https://movie.douban.com/review/1368701/,"
        很喜欢威尔·史密斯在这部电影的表演。很感人！    电影开场就表现美国社会的现实，各个层面人生活的状况！影片中的史密斯是孤独的！没有亲人，没有朋友，没有爱情（妻子的离去）唯一拥有的只有儿子，儿子也成为他追求事业的动力和源泉，这也是妻子离去时他在警局电话里哽咽这说：“一定要把我的儿子带回来”是的，他只有儿子了！他不希望他仅有的也被剥夺！    主角在电影中不断的追求着，或许正是这个追求才使他有生存的勇气！不禁要问他追求的是什么？幸福！幸福也是电影的主题.不是名与利。仅仅只是幸福，他和儿子的幸福！因为他为了让他的儿子幸福，他才一直去努力工作的，妻子的离去、房主的驱赶、纳税的催讨等等一系列主角所要面对的所要承担的都没有使他放开抓住儿子的大手，他知道他抓住的才是自己的幸福，而他要做的就是保住这份幸福！    不知道大家有没有注意到那个把扫描仪当做时光机流浪汉，第一次看 我也很困惑为什么流浪汉的镜头这多。仔细想想，是不是导演要表达什么呢？流浪汉和主角就是两个对立，一个为未来而努力，而另一个只想靠时光机回到过去，过去或未来，差的就是一个支点，或者说是一个孩子，一个设立目标，活着努力活下去。再电影演到主角即将因为没有一分钱而无法生存时，流浪汉又拿着当初他捡到的那个“时光机”出现——过去创造未来…    整部电影最让我感动的是主角两次流泪！一次是无家可归带着儿子在地铁站卫生间过夜，主角用一只脚撑住门，紧紧搂住孩子的时候，门内的啜泣声和门外不耐烦的踢门声重合在一起，让这个在卫生纸上的夜晚多了一番冰凉以外的滋味！他知道敲门的绝对不是幸福。 我也永远忘不了主角的那双眼睛！   当主角实习成功的时候，三位面试者告知他的时候！ 他眼睛红了，是喜悦吗？我想不是，更多是对他困苦经历的一种欣慰吧！   最终主角是成功了！正如大家所料。要是没成功给大家又是怎样的一种思考呢？
      "
你穷过么？,https://movie.douban.com/review/2261557/,"
        其实剧情没什么稀奇。一个下层劳动人民，最终通过自己的努力获得了成功。无非是，他的底限比我们更低一些。为什么会这样？并不是因为他有一个儿子，那就变成《铁拳男人》了。一个人的底限有多低，完全取决于，他有多穷。你穷过么？我最穷的时候，所有的钱加起来不到100块。当然还不至于饿死，住的也是学校宿舍，必要时可以向父母伸手。无非是在个人生活上克扣一些。当时有件屈辱的事情。和当时的BF吃饭，一言不合他离桌走人，我无法支付那顿饭钱，只好忍气吞声求他回来。这件事其实很久没提过。今天看到电影，竟然又想起来，还忍不住哭了一场。从此不再犯这样的错误：不能把自己的生活依赖在别人身上。否则就将成为一个没有底限的人。当然，有时受辱是为了以后更好地生活。就怕有些受辱只会令自己的底限放低。你曾经有多穷，你的底限就会有多低。
      "
幸福在你失去一切的时候才来,https://movie.douban.com/review/2031934/,"
        不知道有多少人能够切实感受里面的挣扎过程--我是说，如果你没有过那种无家可归的恐怖感，你没有过这个世界把你抛弃的绝望感，你没有过里面看着空空的钱包不知道下一顿在哪里的彷徨感，你没有过亲人对你直接表达出失望和不信任的心碎感。是的，你可以不理解这个片子励志在哪里，甚至那么多孩子在豆瓣上觉得励志很廉价。生活有的时候对你是这么的不公平。你认为自己小时候拿到A就能让自己的一生过的很好吗。你看看身边那么多人比你愚蠢比你丑陋，但是却过得比你好。你觉得自己的人生有这样那样的不幸福。可是在追逐幸福的道路上，是不是像克里斯一样，不但有梦想，而且不顾一切的、拼到极点的去保护自己的梦想？“别让任何人说你成不了大器，我也一样。”一直都觉得，人生的价值不在于你得到了什么，在于你从出发的点往上走了多少距离。幸福，是出现在你回望来处的时候，是出现在你失去了一切以后。生下来含着银匙的人，得到的比你多，却往往比你更不幸福。威尔史密斯是个很棒的演员。在克里斯得到工作后，我本以为会有个很直白的爆发式的庆祝。但是威尔的表演含蓄而隐忍。他走在人群里，热泪盈眶，无措地高兴着，慢慢的，抬起手来，为自己鼓掌三次。“这是我生活里的一部分，短小的一部分，我叫它‘幸福’。”
      "
幸福不是美元,https://movie.douban.com/review/1120052/,"
        看到这部电影里的主角一直在奔跑，忙碌，可是口袋是空的。最后，他成了经纪人，好像有钱了。于是，这个电影就是《幸福如同美元》。
      "
touching,https://movie.douban.com/review/1289257/,"
        记得是在学校机房里看这部电影的 当时看的时候眼泪就哗啦哗啦留下来了一次次的失败却没有浇灭克里斯·加德纳的成功的信念 真的是一部很励志的片子 推荐所有人都要去看看
      "
重温经典感受生活需要经历的样子,https://movie.douban.com/review/8559941/,"
        
      【转自微信公众号  壹早电影】这是一部经典老片，但是一定有很多人没有看过。谁说国外的电影就是紧张、刺激、脑洞大开？《当幸福来敲门》就不是，它是温情的、坚韧的、励志的，这完全不同于“速激”、“生化危机”等等这些大片即视感的类型，《当幸福来敲门》完全是一种真实生活的反馈，当生活给了我们不曾预想过的样子，那么我们该如何在困境中找回自我，实现价值。《当幸福来敲门》剧情：克里斯•加纳（威尔·史密斯 Will Smith 饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿 Thandie Newton 饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯 Jaden Smith 饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里…… 而依然坚信，幸福明天就会来临，最后开上了自己的股票经纪公司，成为百万富翁。

有人说，这部片子是生活片，反应了现实中的家庭、亲情的样子，为了儿子，男主从来没有放弃过努力。也有人说，这部电影就是一部很好的励志片，提醒那些处在生活困顿中的人只要不放弃自己，不停下前进的脚步，那么未来一定是有出现奇迹的。

其实男主的这种生活，在现在的社会中也是经常见的，只是有些人坚持努力、不停奋进渡过了难关，有些人却在混沌中艰难渡日。不同的选择也意味着有不同的收获，只是当处在最低谷的时候，心中的那种向往成功想法才是值得坚守的。

影片中有一个片段是儿子的玩偶丢了，一个只有几岁的孩子非常伤心，而父亲脸上的那种坚硬和执拗更是让人心疼，在艰难的生活里温饱都成问题，他心里再想顾及自己的感受，但是事实却是无法做到的，他心里的苦只有自己知道。

而即便是儿子再不开心，但也依然不会影响亲子亲情，他们在困难中相互影响、相互扶持，无论是在街道口还是在收容所，受尽白眼的父子二人从来没有放弃过自己的信念，彼此鼓励、安慰，不要以为那么小的孩子不懂，孩子对于父母的爱甚至超越父母对孩子的爱。当克里斯成为投资公司的员工，和其他人一样有了工作岗位的时候，那一瞬间他是欣慰的，但是同时他也知道，机会来了能不能把握住真的需要靠自己，这以后的坚持和努力，一定不会比之前更轻松。所以当他走在人群中，为自己鼓掌的时候，那份本真的属于人性拼搏的光辉熠熠闪光。这是告别过去、为自己的未来而喝彩，这是重启生命之路的发自内心的掌声。

其实还有一点，片中克里斯是个黑人，在那个年代是遭受歧视的，教育程度不高、婚姻家庭破裂，如此悲剧的人生，而这就是残酷的现实。所以看到最后，我是直接泪目，再看依然泪止，励志就是从最低谷直升顶端的体现。

这个社会从来都不是平等的，无论是精神层面还是金钱层面，不管再怎么不想承认，它也是事实。而我们，可能没有影片中主角的那么贫穷、没落，也没有走到那么低的谷底，但是对于我们普通人而言，也一定会遇到这样那样的挫折，投资失败、生意失利、感情不顺等等，而这些就是生活原本应有的样子啊！没有波澜，怎么才叫生活？而我们所能做的，就是面对这些挫折的时候，坚守自己的信念、不放弃努力、那么一定会有一天走出低谷，迎来自己的精彩人生。影片中男主角说的挺多的一句就是，“我们一定会好起来的”，这句话，大家一定不陌生，有很多人一定说过。话好说，坚持很难，不如说这是一种信仰，无论在任何时间、地点，都可以支撑着自己走下去的信仰，真正秉持这种信仰的人，最后才可以活出自我。

《当幸福来敲门》虽然是部老片，但是绝对值得二刷，特别是对现在处于迷茫时期的朋友们，一定会通过片子看到那个也可以努力向前的潜在自己，找到努力前行的动力，最终才会收获丰盈的自己。"
《当幸福来敲门》：新年职场生存手册,https://movie.douban.com/review/1291250/,"
        时间：年初内容：求职，生存过程：艰辛结局：美好……这么多相似因素使得我在看威尔•史密斯的热门新片《当幸福来敲门》时，总有种似曾相识的感觉萦绕，对了，是去年差不多时候的职场励志片《时尚女魔头》。《当幸福来敲门》一如想象，作为一部励志片，有点辛酸，有点欣慰。当一部分人沉醉在灯红酒绿及时行乐时，还好，还有人关注着这个群体。曾有人指出，成功学是本世纪三大毒瘤之一，它大肆宣扬获得成功的捷径，忽略成功背后的努力。只要有一个人因此成功，导致的将是10倍以上的人放弃奋斗。今年热播的《奋斗》也暗示着，在这个仍然信奉“吃得苦中苦”的社会，要成功就得先付出。往往成功者都有许多相似之处，除了众所周知的几点必备素质外，观摩新片《当幸福来敲门》和温习旧片《时尚女魔头》，两个不同性别不同时代不同职位的求职之人却无意中共享了经久不衰的职场法则。良好的背景这里的背景不是条件反射出来的诸如家世之类，而是基于个人的基础。一个人在每个阶段的成绩都是个人综合素质的体现，不要说过去的无所谓，不要说目光要着眼于未来，如果没有过硬的履历，有谁来证明你可以胜任眼前的职位？这些，对于毕业生来说，是真理。人物档案：Chris  骨密度扫描仪推销员，高中学历，并参加海军服役。点评：学历不高，但是他仍有资本，当被问及高中大学时，他能自信地告诉面试官：无论在12人一个班级的小镇高中还是服役时20人的雷达班上，他的成绩都是第一名。人物档案：Andrea  《RUNWAY》主编新助理，毕业于西北大学，大学期间任校刊主编，并作为大学新闻记者，在全国竞赛中胜出。点评：虽然在描述这些的时候，上司Miranda表现出来的是彻底的不屑，但并不说明这些资历就可以忽略，至少是Andrea自信的来源。不卑不亢的诚实面试每一个求职的人都会不自觉地翻看一些有关面试技巧的书，有关此，书上应有尽有。恰好两部片子都有关于面试的段落，却又如此相似。《当幸福来敲门》段落回放：还没来得及换掉满身是油漆的衣服，Chris坐在了偌大的会议室里，他侃侃而谈“我想编个故事，证明我拥有你们期待的品质，比如诚实、勤奋、团队精神等等，但我什么都没能想出来，事实上，我因为没有付清停车罚款被拘捕了。”点评：远比编出天花乱坠的故事有力的多，至少是诚心的。《时尚女魔头》段落回放：面对女魔头的不屑，Andrea平静地告诉她“我不迷人，不苗条，不适合这里，但我很聪明，学习快”最后还不忘加一句，“感谢你，的时间”因为这番话，女魔头抬起头重新打量了这个刚毕业的女生，作出了决定。点评：被人看低不要紧，时刻保持尊严，不卑不亢。有一个偶像级人物作为动力有时候你会不自觉地模仿一个人的走路姿势、说话腔调、一言一行，尽管你未必意识到他已经是你的偶像。但是扪心自问的时候，你不得不承认，他在你心中的地位很高，你所做的一切只为了和他一样，甚至比他更好。这个时候，他已经成为了你奋斗的强大动力。人物档案：Jay  维特证券经纪人   Chris进入维特证券的推荐人这个人出现在Chris提着40多磅重的医疗仪器疲于奔命的时候，当他西装革履，走出车门，Chris上前询问：你是做什么的？你是怎么做到的？他认真回答了他。从这一刻起，Jay在无形中成了Chris的动力，在找机会向Jay自我推销、递交简历、参加面试、成为实习生整一过程中，Chris和Jay有了更多的接触和交流，“成为Jay这样的证券经纪人，甚至比他更出色”是Chris潜在的动力。人物档案：Miranda  《RUNWAY》主编   Andrea的上司她是Andrea的上司，也是她肯定了Andrea成为自己的新助手。古怪、冷酷、挑剔、威严……但仍不失为一个成功者，Miranda多多少少化身为Andrea的某种动力。身着名牌服装、学会将自己打扮得光彩照人，无意间满足了一贯素面信奉简洁的Andrea，让她继续在那个不喜欢的工作岗位上优秀的表现下去。精神支柱很重要人在这个世界上从来不是单打独斗，与人合作，与人沟通，互相鼓励，互为支持。有时候是一种动力，有时候是一种支撑。Chris的精神支柱：儿子、杰斐逊儿子：这个失去母亲又跟着父亲走街串巷兜售扫描仪，从家搬到一个救济站又到另一个救济站的孩子当然无法给予父亲实质性的帮助。然而只要能听到父亲的声音就能完全相信父亲，父亲皱眉的时候还能说笑话让父亲高兴的孩子是Chris实践他“会好起来”的强大精神支持。每一次父子俩的对话都是Chris对自己的精神暗示，他对儿子说“别让人家说你不行，即便是我”“你有梦想就得保护它”，实际上是在给自己鼓励。杰斐逊：两次提起他都是Chris遭遇困难的时候，美国开山祖先关于幸福的言论总能给Chris走下去的理由，因为他们都知道，幸福自己会来敲门，生活也能得到解脱。Andrea的精神支柱：同事纳秋纳秋：“你想让我说什么？‘噢可怜的人’吗？不，这样的话留着自己说吧。从梦里醒过来吧。”谁都看的出来纳秋对Andrea好，但这种好并不是事事由她或者一般意义上的温存安慰，但严厉的指责、中肯的劝告对于Andrea这个职场新人来说异常珍贵。他不仅塑造了一个时尚界的新女强人，也作为Andrea的精神导师，成为Andrea的贵人。失去一个爱人完美，是一种境界，没有人能够轻易到达完美，即使外人看来的完美，在其本人眼里依然有诸多不足，事事兼得并非易事。当家庭、爱情和事业发生冲突时，你怎么取舍？影片里的两个人都是失去了那份情。如果你能改变，那最好；如果无法改变，那么请你接受现实。妻子：“从推销员到实习生是一种退步”“你要做证券经纪人？还不如去做宇航员呢！”没有工作、交不起房租，当一个男人落魄时，即使是曾经相爱的妻子也会离开他。我们可以说她寡情，也可以说她没有鼠目寸光，或者认为她很现实，至少对Chris而言，这个时候爱人的失去着实是一次严厉的打击。人在奋斗中会失去很多，而失去心爱的人足以成为一剂致命伤。男友：这是职场女性常常处理不好的老大难的问题，工作太忙从而忽略和身边人尤其是男友的关系，久而久之导致分手。是不是想要成功就得牺牲自我感情？其实在《时尚女魔头》里，失去爱人的不单单是Andrea，Miranda也是，她离婚了，女魔头顿时变得苍白、伤痛，眼中充满泪水与对孩子的愧疚。影片透露出来的职场法则还有很多，比如说忍受嘲笑，Chris被车撞丢了一只鞋子时身边人异样的眼神，宽松毛衣方头平跟鞋的Andrea遭到女魔头的上下打量，从一个世界到另一个世界，当生活和原来不一样时，你就得做好接受嘲笑的准备；比如说制造机会，谁说Chris和Jay同路？还信誓旦旦地说平摊车费；不仅是制造还要把握机遇，否则去法国时装周的机会怎么会平白落到新人头上？再比如作出选择。一份有前景的实习工作却没有薪水连最基本的生活都无法保障时，你怎么做？工作进入轨道却失去了自我时你又要怎么抉择？如果说你表示为难的话，Chris和Andrea也并不轻松。求职励志片都选择在年初上映，是巧合还是刻意不重要，新年给人当头一棒也是未尝不可。职场就像两部影片的节奏，一切都在高速运转中，Chris在接到工作时那一刻眼睛里即将喷薄出来的是汹涌的泪水Andrea重新穿上她随意得有些邋遢的衣服，在一家普通报社得到新的工作，内心平和。当他们都获得了满意的结局时，新的一年，也为每个职场中人祈福。
      "
